0,Area name,Age 4 and under,Age 5 to 9,Age 10 to 14,Age 15 to 19,Age 20 to 24,Age 25 to 29,Age 30 to 34,Age 35 to 39,Age 40 to 44,Age 45 to 49,Age 50 to 54,Age 55 to 59,Age 60 to 64,Age 65 to 69,Age 70 to 74,Age 75 to 79,Age 80 to 84,Age 85 to 89,Age 90 and over
E07000221,,6000,6800,6700,5300,5400,5600,7200,8900,9600,6200,8700,8200,9300,8100,6100,4900,3800,2300,1300
E07000222,,7900,7100,8000,11600,9300,9200,9600,10100,10100,7100,8600,7700,8200,6700,5200,4300,3400,2300,1200
E07000223,,3500,3200,3500,3000,3100,3400,3900,4500,4500,3100,4000,3700,4300,3700,3100,2600,2100,1300,700
E07000224,,7400,7400,7900,7400,7300,7200,8100,10100,10500,7000,9400,9100,11400,10300,9000,7600,6000,4100,2400
E07000225,,5700,6100,6500,6200,5200,5200,6100,7500,8300,5600,7800,7200,8600,7600,6200,5500,4300,2800,1500
E07000226,,8100,6200,6200,6800,9000,9200,8100,8100,7600,6500,6700,5500,5200,3400,2900,2700,2500,1400,600
E07000227,,7200,8500,7900,5700,5900,6700,8200,10300,11000,7300,9800,8400,9100,7300,5900,4900,3800,2400,1400
E07000228,,8300,8800,8200,6500,7500,8000,9500,11000,11100,8200,9500,8600,9300,7400,5400,4700,3900,2400,1500
E07000229,,6300,5600,5700,5500,6000,6400,6900,7900,7900,5600,6800,5900,6600,5300,4600,4000,3600,2500,1600
E07000234,,4800,5500,5800,4700,4300,4500,5900,7300,7500,4900,6700,6200,6500,5500,4300,3700,2900,1800,1000
E07000235,,3300,4400,4800,3100,2900,2900,3800,5200,5700,3600,5400,5100,6200,5100,4200,3400,2600,1800,900
E07000236,,5600,5000,5100,5200,6000,6000,5900,6000,5900,4900,5500,5600,5600,4100,2700,2000,1600,1000,500
E07000237,,6400,5400,6600,7400,7100,6900,7000,7500,7200,5600,6000,5400,5600,4200,3500,2900,2000,1300,700
E07000238,,5700,6700,6700,5400,5400,5500,6900,8900,9300,6000,8300,8100,9100,7500,6000,4600,3500,2200,1200
E07000239,,5300,5400,5500,5100,5300,5100,6100,7400,7100,5000,6200,6300,7800,6700,4900,3700,2600,1700,800
E07000240,,10300,8900,8000,6300,7800,9600,11200,11500,11000,9100,9200,7900,7900,6000,5000,4200,3300,2100,1100
E07000241,,6800,6100,8200,11400,7800,7200,6800,7500,7800,6000,6900,5700,5500,4300,3800,3500,2800,1700,900
E07000242,,8300,9100,8600,6400,7300,8700,10200,11600,11800,8300,9800,8000,8300,6200,5000,4200,3000,1800,1000
E07000243,,5900,5100,5600,5400,6100,5700,5600,6400,6800,5000,5800,4500,4200,3200,2800,2500,1900,1000,500
E07000244,,12500,14000,14100,11300,10700,10900,13200,16500,17300,12300,16200,15400,18800,15800,12800,10900,8500,5300,3000
E07000245,,10800,9400,9400,11200,12700,11100,11000,12200,12200,9300,10200,9500,11100,9000,7300,5700,4400,2700,1500
E07000246,,7700,8000,9000,8000,7600,7100,8000,9700,10400,7200,9900,9500,10600,8900,7100,6100,5000,3300,1800
E08000001,,18800,17800,17900,18100,18300,17200,18500,21000,20100,16900,17600,15300,16800,13000,10500,7900,5700,3700,1700
E08000002,,12200,11400,11500,10700,11600,11500,12300,14200,14400,11100,12300,10600,11700,9000,7300,5600,4000,2400,1200
E08000003,,36400,26800,38300,67000,56600,45000,34000,32500,28600,28600,23900,19600,18200,13200,11600,9400,7000,4200,2100
E08000004,,16500,15300,15100,14600,15200,14000,14400,16500,15700,15400,14100,12200,12900,10000,8300,6100,4400,2800,1400
E08000005,,14800,13900,14400,14000,14100,13400,13800,15700,15100,13100,13700,12400,12500,9200,7500,5900,4500,2600,1200
E08000006,,16300,13000,15100,19500,21000,17200,15400,16200,16100,13000,14000,11600,12400,9500,8000,6400,4700,3000,1500
E08000007,,17300,16800,16900,15200,15900,17100,18600,21400,22200,15800,19700,17200,18300,14300,12200,10100,7600,4400,2300
E08000008,,14400,13000,14000,13700,14300,13600,14500,16800,17100,12500,14700,12600,13900,10500,8500,6500,4500,2800,1400
E08000009,,14900,14100,13500,11800,13800,15000,16400,17800,18200,14000,15300,12700,12800,9800,8600,7200,5700,3400,1700
E08000010,,19700,18300,19600,19300,20200,19000,21500,25600,24800,18000,20800,18300,21200,17200,13100,9500,6400,3700,1700
E08000011,,9100,9200,10100,9800,9200,8200,8700,10500,11500,8300,11000,9000,8200,6200,5800,5100,3600,1700,700
E08000012,,26100,24300,34600,50600,40000,33100,28100,30900,32000,22300,29300,25400,24400,17700,16300,14000,9700,5300,2400
E08000013,,10300,10200,11000,10500,10500,9700,11500,12900,13200,9300,11700,10900,12300,9600,8000,6100,4200,2400,1100
E08000014,,14600,15700,16600,15900,14900,13400,15400,18800,21200,13800,20300,17800,18400,15100,13700,11900,8800,4900,2600
E08000015,,18500,19000,19900,18100,17900,17100,19200,22700,24400,17700,22400,20300,21700,17000,14300,12000,9300,5500,2900
E08000016,,14000,13400,14400,13500,14400,12800,14700,18200,17800,12600,16200,14300,14800,12300,9700,7700,5500,3300,1400
E08000017,,19200,17400,18900,19400,20200,17800,18900,21600,22600,17100,20900,18400,18800,14700,12400,10200,7500,4300,2000
E08000018,,15700,15700,16200,15200,15400,14300,16100,19400,19400,14600,17900,15700,16700,13700,11100,8500,6000,3700,1800
E08000019,,34000,30200,42300,56100,38800,35900,34900,39500,36500,30300,32200,27600,28700,24100,20600,16800,12400,7600,4200
E08000021,,16500,14500,22400,36000,22900,18100,16700,17200,18000,14000,16600,14400,14100,10300,9100,7900,6000,3600,1900
E08000022,,11700,10900,11500,10900,12400,13300,13500,14800,15800,10700,14200,12800,13100,9700,8400,7100,5400,3200,1600
E08000023,,8200,8200,9500,9400,8900,8300,8600,10500,11700,7600,11100,9500,9600,7100,6500,5500,4100,2500,1100
E08000024,,15400,15400,17800,19700,16900,15900,17000,19900,20900,14100,20000,17600,18000,13200,11800,9800,6800,3600,1600
E08000025,,81900,73700,80300,93900,85600,79200,71400,72100,68100,74400,57700,50200,46400,37500,32600,27900,21100,12700,6400
E08000026,,22500,17800,24200,30600,24800,21500,20700,21400,20200,18400,17800,15400,15400,13200,10800,8800,6800,4400,2300
E08000027,,18900,18500,19900,18100,18900,18000,19800,23800,23200,17900,19600,18400,19500,17300,14200,11400,8400,4700,2200
E08000028,,22700,19300,20200,20800,23100,21200,21200,22400,21400,20200,18000,15500,15200,13100,11400,9200,7000,4100,2100
E08000029,,11600,13100,13400,11400,10700,10700,12400,15400,16500,11700,14300,12200,13800,11500,8900,7500,6100,3600,1900
E08000030,,18400,17300,17700,17500,17700,16200,16900,19500,19100,17000,16500,14700,15200,13200,11400,9200,6600,3700,1700
E08000031,,16700,15100,16700,18000,17900,16400,16700,18200,17400,14400,14900,13300,13000,10900,9700,8100,6300,3800,1800
E08000032,,41200,36300,35400,35700,38800,36800,35700,35900,34000,37500,31500,27600,26800,18600,16900,13900,10400,6500,3100
E08000033,,12900,12600,12600,11400,12100,12400,13600,16000,15900,12000,14200,12400,13300,9800,7700,6000,4600,2800,1500
E08000034,,28300,26200,27500,28800,27500,27000,28300,31700,30300,26000,26900,24000,25800,19300,15700,12100,9000,5300,2700
E08000035,,47800,40200,52800,71900,59900,53500,50000,52300,50400,40600,44100,38300,40200,30200,26200,22200,16300,9600,5000
E08000036,,19500,18800,20000,19600,20800,18600,21300,25400,25200,17600,22600,20100,21200,16900,13400,10600,7500,4500,2200
E08000037,,11900,10900,12200,12100,14100,13100,12900,14500,15100,10300,13800,11700,12600,9600,9000,7300,5100,2900,1300
E09000001,,200,200,200,500,1000,800,600,600,600,200,500,500,500,300,300,200,100,100,0
E09000002,,18700,12800,12600,13100,15000,15200,14500,13700,12200,14300,10000,7700,6800,5000,4300,3800,3200,2100,1000
E09000003,,26200,21300,20600,23900,31400,30200,27100,26600,24000,22400,20800,17500,16900,13300,10400,9000,7000,4800,2900
E09000004,,15200,15000,15800,14800,14000,14500,15000,17700,18000,14000,15500,12400,12800,9900,8800,7500,5900,3400,1700
E09000005,,22400,17900,18600,24200,34700,30200,24300,21800,20500,18600,18500,14400,12300,9600,8400,6700,4500,2400,1200
E09000006,,20100,18600,17900,16100,17900,21100,22200,24900,24300,18100,20700,17000,18500,14200,11600,10200,8200,5100,2700
E09000007,,13200,9600,12500,21900,25900,24400,19200,16000,13200,10900,11000,9400,9300,7300,5600,4400,3500,2000,1100
E09000008,,28000,23100,23600,23600,27700,28600,26700,27100,28500,23100,23100,18900,17000,12600,10600,8900,6400,3900,2000
E09000009,,25400,19000,18700,24600,34000,33600,28400,25500,22900,20400,19000,16600,14200,10400,9000,7300,4900,3000,1600
E09000010,,24500,20300,20500,21700,25000,24100,22200,23800,22900,20900,19000,15000,13700,11200,9200,7600,5500,3400,1800
E09000011,,20900,15000,16100,20000,22100,25200,21300,19100,17100,16300,14100,11100,10200,7500,6200,4900,3800,2500,1300
E09000012,,19100,13900,13400,21700,33800,30100,21300,17400,15100,15400,11500,8900,7300,5300,4400,3400,2300,1300,600
E09000013,,11900,7600,7900,17300,26000,22000,17200,13700,11400,8600,8700,7100,6700,5000,4100,3000,2300,1300,700
E09000014,,18100,15200,14300,18800,28100,28500,22700,20100,17700,15800,13400,10600,9200,6700,5900,4500,2900,1600,800
E09000015,,15900,14600,15100,16100,19300,19600,17100,16600,16300,14400,15200,13100,12000,9400,8000,6700,4900,3000,1600
E09000016,,13700,14400,15400,15000,14700,14500,14700,17100,17700,13200,16500,13700,14600,11100,9500,8700,6900,4200,1900
E09000017,,19700,16900,19000,21900,20900,21500,20000,19700,19300,16900,16600,13500,12800,9600,8400,7200,5200,3000,1700
E09000018,,19700,13900,14700,18600,26200,25500,21100,18100,16700,14900,14500,12200,10800,7900,6700,5300,3700,2200,1100
E09000019,,12300,9100,10800,20500,29700,24900,17500,15100,13400,9600,10200,7900,7200,5400,4500,3500,2500,1400,700
E09000020,,9200,6400,6500,11300,16600,18300,14400,12400,11400,7600,9500,7700,8200,6300,4700,3300,2500,1500,900
E09000021,,11000,8500,9900,13500,12400,13400,13400,12200,11100,9000,9500,8000,8000,5700,4500,3800,3000,2100,1200
E09000022,,20700,14800,14100,26700,43100,37000,27200,23100,20900,16400,15600,11400,9000,6600,6000,4400,3300,1900,900
E09000023,,22000,15300,16100,20900,26500,28700,24200,21900,20500,16700,15800,11500,9800,7300,6400,5100,3900,2300,1200
E09000024,,14800,10500,10400,12500,19900,20900,17300,15500,14000,11400,11300,9300,8800,6400,5500,4500,3400,2100,1200
E09000025,,25400,19600,20400,32600,40400,31900,23500,21200,17500,20800,14700,10800,8500,6000,5500,4100,2700,1600,800
E09000026,,21700,18600,17900,18900,23800,23900,20600,19700,18600,18900,16500,13900,12600,9200,7700,6400,5100,3200,1800
E09000027,,14000,9800,9100,9100,12500,16000,17400,15900,14500,11100,11800,10100,10100,7400,5600,4500,3700,2500,1500
E09000028,,20700,14100,16000,27000,35700,32300,25300,22900,20100,15600,16100,11100,9100,6500,5400,4300,3200,1900,900
E09000029,,12800,11700,11500,10700,13200,14300,14700,15400,14900,11100,12300,10000,10400,7600,6200,5300,4100,2600,1400
E09000030,,18800,13200,14600,30800,40200,33000,21500,15700,11800,15500,9700,7800,5900,4100,4000,3200,2400,1300,500
E09000031,,20800,14800,15200,20600,26500,24200,21100,20200,17300,16500,14300,11300,9800,7200,6200,5000,3700,2300,1300
E09000032,,21700,12500,12400,23700,47200,41700,29500,22500,18100,14600,14100,11400,10700,7700,6700,5100,3600,2400,1300
E09000033,,12600,8700,10000,17500,27500,26700,20700,16700,14000,9700,11600,10000,9200,7200,6000,4800,3400,2000,1100
E12000001,,149800,145000,169400,184000,164300,151200,157100,183200,196000,136300,181400,160900,168600,128500,110700,89900,65000,37500,17800
E12000002,,432100,412400,456800,489600,466600,429700,450000,514800,522400,392200,465100,409600,439600,342200,285500,227400,167200,99300,49500
E12000003,,328400,306100,348600,382700,347300,321300,337900,382900,382000,297500,343800,305300,325300,252600,211200,170800,125600,75900,38400
E12000004,,270200,264500,295900,307700,278600,267800,291900,335900,340200,247600,298700,269900,291400,232200,182600,146500,110000,67900,33800
E12000005,,354800,340800,369300,380900,363300,343300,360100,406200,404000,327100,351100,319700,335300,279800,225900,181100,135900,82000,41300
E12000006,,361300,345500,358700,353000,362600,363800,387700,432500,435700,328500,380400,340600,372600,294300,237100,198800,151400,93700,49000
E12000007,,591500,456900,471700,630000,833000,796900,664000,610000,556700,482800,461300,371900,342600,256800,216300,176800,131800,80600,42500
E12000008,,534200,512900,541700,534300,528100,538500,578000,644800,653300,488100,567800,495800,535400,424300,339400,282400,218700,139600,77600
E12000009,,296100,296900,328100,333200,307200,296800,322400,375500,389600,272700,350400,323200,361500,297400,235500,195700,153100,99900,53900
E92000001,,3318400,3080900,3340300,3595300,3650900,3509200,3549100,3885900,3879800,2972600,3400100,2997000,3172300,2508200,2044100,1669300,1258800,776300,403800
K04000001,,3496800,3258700,3539400,3807200,3836600,3683900,3732200,4099100,4100500,3135700,3601700,3183900,3377200,2674200,2178700,1777500,1338000,825700,429000
W06000001,,3900,3700,3900,3900,3600,3600,3800,4600,4800,3500,4800,4600,5500,4800,3800,2800,2200,1200,800
W06000002,,6800,6600,8300,9700,6500,6100,6700,7900,8200,6200,7900,7300,8500,7400,5700,4800,3800,2300,1200
W06000003,,5800,6400,6600,5800,5400,5400,6000,7700,8300,5500,7900,7300,8800,7600,6400,5600,4400,2700,1500
W06000004,,5300,5500,6000,5200,4500,4500,5400,6400,6900,5000,6200,6000,7200,5800,4800,3700,2800,1700,900
W06000005,,9300,9000,9500,9000,8500,8400,9700,11500,11700,8400,10100,9500,11000,8500,6800,4900,3500,2100,1100
W06000006,,8800,7700,8000,8400,8800,8200,8800,10000,9700,7600,8600,8300,8900,7100,5400,4300,3200,1900,1000
W06000008,,3500,3600,6600,8200,3600,3300,3700,4300,4700,3300,4800,4900,5600,4700,3700,3000,2200,1400,700
W06000009,,6800,7400,7500,6700,5900,5800,6400,8000,9100,6400,8200,8200,9500,7900,6500,5200,3700,2300,1200
W06000010,,10300,10600,11300,10600,9500,9300,10200,12200,13600,9700,12500,12200,13300,11400,8900,7300,5400,3400,1700
W06000011,,13100,13200,16000,20500,15600,14400,14700,15900,16300,12400,15200,13900,15000,12000,10100,8600,6300,3800,1900
W06000012,,7600,8000,8500,8100,8700,8300,8500,9800,10400,7300,9800,9300,9500,7600,6200,4900,3800,2300,1200
W06000013,,7700,8400,8400,8200,8400,8300,9100,10500,10600,7600,9400,8500,9100,7500,6300,4800,3300,2100,1000
W06000014,,7300,7900,8200,6800,7000,7200,8000,8900,9500,6900,8900,8200,8500,6800,5500,4300,3300,2100,1000
W06000015,,22400,18500,25900,38700,30500,25300,22200,22500,22400,18100,20200,17300,16500,12200,10500,9000,6900,4700,2200
W06000016,,14400,13900,14900,16200,14800,14100,14600,16900,16800,13100,15200,13900,15500,12200,9800,7700,5300,3400,1700
W06000018,,11300,11000,11300,10800,11200,11000,11400,13300,13100,10400,11800,10800,11800,9300,7400,5700,3800,2300,1100
W06000019,,4000,4100,4600,4600,4300,4000,4200,5400,5200,3600,4600,4100,4600,3900,3100,2400,1600,1000,500
W06000020,,5400,5600,6100,5600,5600,5100,5200,6500,6900,5000,6200,5600,6000,4800,3800,3200,2300,1400,700
W06000021,,4600,5700,5700,4300,3800,4100,5100,6800,7600,4800,6500,6300,6900,5600,4400,3700,2700,1700,900
W06000022,,9500,9400,9900,10000,9400,9200,8900,10800,10700,8600,9400,7800,8500,6800,5800,4700,3400,2100,1000
W06000023,,6600,7900,8000,6500,5900,5800,7000,9000,10000,6600,9200,9400,10900,9100,7100,5700,4200,2700,1400
W06000024,,3600,3500,3800,4000,4200,3400,3400,4300,4400,3100,4100,3500,3800,2900,2400,1900,1400,800,400
W92000004,,178300,177700,199100,211900,185700,174700,183000,213200,220700,163100,201600,186900,204900,166000,134500,108200,79200,49400,25200
